344	2
344	2
344	2
344	2
344	2
344	2
344	2
344	2
344	2
344	2
344	2
344	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	2
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	3
345	4
345	4
344	4
344	4
344	4
344	4
344	4
344	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	4
345	5
345	5
344	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
345	5
